CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL1683884	1074087	CHEMBL1683884	1074087		24	251.79	4.48	3.24	0	CN(C)CC1(CCCCC1)c2ccc(Cl)cc2	5238263	IC50	=	26	nM	7.59	IC50	=	26	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	726928	CHEMBL1686717	B	Inhibition of human recombinant dopamine transporter	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	55746	CHEMBL1681686	21310609	Bioorg. Med. Chem. Lett.	2011	21	5	1438			
CHEMBL504028	518202	CHEMBL504028	518202		14f	227.3	2.23	35.25	0	NCC1CCC(O1)c2ccc3ccccc3c2	2613616	IC50	=	28	nM	7.55	IC50	=	28	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	541285	CHEMBL1031544	B	Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	45958	CHEMBL1152751	19201198	Bioorg. Med. Chem.	2009	17	5	2047			
CHEMBL3703736	2037073	CHEMBL3703736	2037073		18	372.25	3.77	44.7	0	Clc1ccc(cc1Cl)C2CNCc3cc(ccc23)N4N=CC=CC4=O	15872346	IC50	=	29.9	nM	7.52	IC50	=	29.9	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528271	CHEMBL3705438	B	BindingDB_Patents: Radioligand Binding Assay. Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 0.4 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 0.4 ul/well of 1 mM GBR-12935 dissolved in DMSO. 20 ul/well of a 2x membrane preparation (12.5 ug/ml in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) and 20 ul/well of a 2x radioligand solution (250 uM [125I]RTI-55 in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum-filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	94873	CHEMBL3639176			2015						
CHEMBL227232	382983	CHEMBL227232	382983		4f	439.96	5.48	90.19	1	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4ncc(s4)c5ccc(cc5)[N+](=O)[O-]	1911468	IC50	=	30	nM	7.52	IC50	=	30	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	440429	CHEMBL890743	F	Inhibition of human DAT in HEK cells assessed as [3H]dopamine reuptake	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	36158	CHEMBL1146223	17602602	J. Med. Chem.	2007	50	15	3686			
CHEMBL110530	183165	CHEMBL110530	183165		4a	402.55	5.85	15.27	1	Fc1ccc(CN2CCC(CCNC(c3ccccc3)c4ccccc4)CC2)cc1	572432	IC50	=	30	nM	7.52	IC50	=	30	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61507	CHEMBL670825	B	Affinity was evaluated using [3H]WIN-35428 (radioligand) on Cloned human Dopamine transporter expressed in HEK cells	1	Scientific Literature				Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			14556	CHEMBL1131067	9703474	J. Med. Chem.	1998	41	17	3293			
CHEMBL435341	288281	CHEMBL435341	288281		nor-beta-CCPPT	299.41	3.54	29.54	0	COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(\C=C/C)cc3)N2C	105827	IC50	=	32	nM	7.49	IC50	=	32	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	62813	CHEMBL674125	B	Binding affinity towards dopamine transporter (DAT) by using [3H]WIN-35428 as radioligand	1	Scientific Literature				Autocuration	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			17424	CHEMBL1136726	12620070	J. Med. Chem.	2003	46	6	925			
CHEMBL1642912	1057394	CHEMBL1642912	1057394		21a	320.26	5.15	26.02	1	NCC[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1	5129236	IC50	=	32	nM	7.49	IC50	=	32	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	699306	CHEMBL1647126	B	Inhibition of [3H]dopamine reuptake at human DAT expressed in CHOK1 cells by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	54756	CHEMBL1641414	21093273	Bioorg. Med. Chem.	2011	19	1	663	485	CHEMBL3307512	CHO-K1
CHEMBL2430696	1582745	CHEMBL2430696	1582745		2q	271.74	3.14	29.1	0	Clc1ccc(cc1)C2CNC(=O)C2c3ccccc3	13468968	IC50	=	32.7	nM	7.49	IC50	=	32.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	983923	CHEMBL2433692	B	Displacement of [3H]Win35428 from human recombinant DAT over-expressed in CHOK1 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	75041	CHEMBL2429823	24012181	Bioorg. Med. Chem. Lett.	2013	23	20	5515	485	CHEMBL3307512	CHO-K1
CHEMBL3703742	2037079	CHEMBL3703742	2037079		31	440.25	6	47.04	1	FC(F)Oc1ccc(nn1)c2cc3CNCC(c4ccc(Cl)c(Cl)c4)c3cc2F	15872352	IC50	=	33	nM	7.48	IC50	=	33	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528271	CHEMBL3705438	B	BindingDB_Patents: Radioligand Binding Assay. Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 0.4 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 0.4 ul/well of 1 mM GBR-12935 dissolved in DMSO. 20 ul/well of a 2x membrane preparation (12.5 ug/ml in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) and 20 ul/well of a 2x radioligand solution (250 uM [125I]RTI-55 in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum-filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	94873	CHEMBL3639176			2015						
CHEMBL217975	365721	CHEMBL217975	365721		(RR/SS)-10v	261.4	4.1	21.26	0	COc1cccc(c1)C(CC(C)C)C2CCCCN2	1802100	IC50	=	35	nM	7.46	IC50	=	35	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	423468	CHEMBL911125	B	Inhibition of [3H]DA uptake at human DAT expressing HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	34825	CHEMBL1139231	17228864	J. Med. Chem.	2007	50	2	219	722	CHEMBL3307715	HEK293
CHEMBL3673136	2006164	CHEMBL3673136	2006164		10(+)	421.32	4.83	33.43	0	Clc1ccc(cc1Cl)C23CCN(Cc4cc(ccc24)c5ccc6ncnn6c5)C3	15854669	IC50	=	37.5	nM	7.43	IC50	=	37.5	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528405	CHEMBL3705745	B	BindingDB_Patents: Radioligand Binding Assay. Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 0.4 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 0.4 ul/well of 1 mM GBR-12935 dissolved in DMSO. 20 ul/well of a 2x membrane preparation (12.5 ug/ml in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) and 20 ul/well of a 2x radioligand solution (250 pM [125I]RTI-55 in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum-filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	94895	CHEMBL3639048			2015						
CHEMBL202420	338988	CHEMBL202420	338988		4f	310.23	4.25	20.31	0	CCCC(N1CCCC1)C(=O)c2ccc(Br)cc2	1682433	IC50	=	39.5	nM	7.4	IC50	=	39.5	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	334925	CHEMBL859235	F	Inhibition of [3H] dopamine uptake into human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	30737	CHEMBL1138144	16480278	J. Med. Chem.	2006	49	4	1420	722	CHEMBL3307715	HEK293
CHEMBL119728	192327	CHEMBL119728	192327	2beta-carboxylic acid methoxymethylamide-3beta-(4-fluorophenyl)-8-methyl-8-azabicyclo [3.2.1] octane	17a (O-1451)						1032824	IC50	=	40.5	nM	7.39	IC50	=	40.5	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	58964	CHEMBL669521	B	In vitro affinity for dopamine transporter in Rhesus (Macaca mulatta) or Cynomolgus (Macaca fasicularis) monkey striata using [3H]WIN-35428 displacement.	1	Scientific Literature	Cercopithecidae		9527	Expert	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			17128	CHEMBL1145865	12877586	J. Med. Chem.	2003	46	16	3483			
CHEMBL227180	382980	CHEMBL227180	382980		4c	429.41	6.25	44.37	1	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)c3ccc(Cl)cc3)c4ncc(s4)c5ccc(Cl)cc5	1911471	IC50	=	41	nM	7.39	IC50	=	41	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	440429	CHEMBL890743	F	Inhibition of human DAT in HEK cells assessed as [3H]dopamine reuptake	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	36158	CHEMBL1146223	17602602	J. Med. Chem.	2007	50	15	3686			
CHEMBL781	46385	CHEMBL781	46385	MAZINDOL	1	284.74	2.96	35.83	0	OC1(N2CCN=C2c3ccccc13)c4ccc(Cl)cc4	432191	IC50	=	42.6	nM	7.37	IC50	=	42.6	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61495	CHEMBL672989	B	Ability to displace [3H]WIN-35428 from dopamine transporter on guinea pig striatal membrane.	1	Scientific Literature	Cavia porcellus		10141	Expert	BAO_0000019	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			16614	CHEMBL1135776	12213054	J. Med. Chem.	2002	45	19	4110			
CHEMBL3673165	2006193	CHEMBL3673165	2006193		43	449.37	5.64	33.43	1	Cc1cc2ncnn2cc1c3ccc4c(CN5CCC4(CC5)c6ccc(Cl)c(Cl)c6)c3	15854702	IC50	=	43.8	nM	7.36	IC50	=	43.8	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528405	CHEMBL3705745	B	BindingDB_Patents: Radioligand Binding Assay. Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 0.4 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 0.4 ul/well of 1 mM GBR-12935 dissolved in DMSO. 20 ul/well of a 2x membrane preparation (12.5 ug/ml in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) and 20 ul/well of a 2x radioligand solution (250 pM [125I]RTI-55 in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum-filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	94895	CHEMBL3639048			2015						
CHEMBL3323108	1785678	CHEMBL3323108	1785678		3u	263.34	2.56	20.54	0	CN1CC(c2ccc3ccnn3c2)c4ccccc4C1	15025663	IC50	=	44	nM	7.36	IC50	=	44	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1450414	CHEMBL3379358	B	Displacement of [125I]-RTI-55 from recombinant DAT (unknown origin) expressed in HEK cells by saturation binding analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	90560	CHEMBL3351632	25050161	ACS Med. Chem. Lett.	2014	5	7	760			
CHEMBL1813478	1168512	CHEMBL1813478	1168512		20a, enantiomer	270.2	4.14	3.24	0	CN1C[C@@H]2CCC[C@@]2(C1)c3ccc(Cl)c(Cl)c3	6304024	IC50	=	47.86	nM	7.32	pIC50	=	7.32				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	761204	CHEMBL1816474	B	Inhibition of dopamine reuptake at DAT expressed in CHO-K1 cells	1	Scientific Literature				Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			58566	CHEMBL1811752	21739935	J. Med. Chem.	2011	54	15	5283	485	CHEMBL3307512	CHO-K1
CHEMBL3673168	2006196	CHEMBL3673168	2006196		46	384.25	5.65	12.47	1	FC(F)Oc1ccc2c(CN3CCC2(CC3)c4ccc(Cl)c(Cl)c4)c1	15854705	IC50	=	55.2	nM	7.26	IC50	=	55.2	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528405	CHEMBL3705745	B	BindingDB_Patents: Radioligand Binding Assay. Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 0.4 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 0.4 ul/well of 1 mM GBR-12935 dissolved in DMSO. 20 ul/well of a 2x membrane preparation (12.5 ug/ml in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) and 20 ul/well of a 2x radioligand solution (250 pM [125I]RTI-55 in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum-filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	94895	CHEMBL3639048			2015						
CHEMBL19215	21938	CHEMBL19215	21938	METERGOLINE	METERGOLINE	403.52	4.25	46.5	0	CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45	7755886	IC50	=	63	nM	7.2	IC50	=	.063	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	774754	CHEMBL1909143	B	DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)	15	DrugMatrix			32644	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	59306	CHEMBL1909046							485	CHEMBL3307512	CHO-K1
CHEMBL3703749	2037086	CHEMBL3703749	2037086		1	301.38	3.61	37.81	0	Cc1ccc(cc1)C2CNCc3cc(ccc23)c4cccnn4	16350156	IC50	=	64.5	nM	7.19	IC50	=	64.5	nM				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1535611	CHEMBL3707747	B	BindingDB_Patents: Radioligand Binding Assay. Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 1.0 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 1.0 ul/well of 10 mM desipramine dissolved in DMSO. 50 ul/well of a 2x membrane preparation (0.4 mg/ml in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) and 50 ul/well of a 2x radioligand solution (4 nM [3H]nisoxetine in 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein			94873	CHEMBL3639176			2015						
CHEMBL469889	447749	CHEMBL1186566	660516		4d	406.95	5.95	29.27	1	Cl.CN1C2CCC1[C@H]([C@H](C2)c3ccc(C)cc3)c4onc(C)c4c5ccc(Cl)cc5	2452632	IC50	=	65.7	nM	7.18	IC50	=	65.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	492350	CHEMBL948346	B	Displacement of [3H]WIN-35428 from DAT	1	Scientific Literature				Intermediate	BAO_0000357	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	8	Homologous protein			43750	CHEMBL1155007	18556210	Bioorg. Med. Chem.	2008	16	14	6682			
CHEMBL1684050	1074280	CHEMBL1684050	1074280		27, enantiomer1	253.38	4.13	26.02	0	CC(N)C1(CCCCC1)c2ccc3ccccc3c2	5239356	IC50	=	66	nM	7.18	IC50	=	66	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	726961	CHEMBL1686821	B	Inhibition of [3H]dopamine reuptake at human recombinant DAT expressed in COS-7 cells by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	55749	CHEMBL1681689	21310612	Bioorg. Med. Chem. Lett.	2011	21	5	1434	643	CHEMBL3307648	COS-7
CHEMBL471855	521608	CHEMBL471855	521608		20	282.42	3.52	15.27	0	CC(C)CN(Cc1ccc2ccccc2c1)[C@@H]3CCNC3	2417524	IC50	=	66	nM	7.18	IC50	=	66	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	564829	CHEMBL954295	B	Inhibition of radiolabeled dopamine reuptake at human DAT expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	46430	CHEMBL1153958	19282174	Bioorg. Med. Chem. Lett.	2009	19	8	2329	722	CHEMBL3307715	HEK293
CHEMBL2407320	1571722	CHEMBL3039909	1592720		6a	318.3	4.37	37.33	0	Cl.CCSCC(C1CCNCC1)c2ccc(Cl)c(Cl)c2	13391317	IC50	=	72	nM	7.14	IC50	=	72	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	974161	CHEMBL2411003	B	Displacement of [3H]-dopamine from human DAT expressed in CHO cells by TopCounting analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	74333	CHEMBL2406994	23769168	Bioorg. Med. Chem.	2013	21	15	4600	449	CHEMBL3308072	CHO
CHEMBL420900	199921	CHEMBL420900	199921		19	438.51	4.21	50.36	0	Fc1ccc(cc1)C(OCCNCCCNC(=O)Cc2ccccc2)c3ccc(F)cc3	523083	IC50	=	73	nM	7.14	IC50	=	73	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61508	CHEMBL879869	F	Inhibition of [3H]DA uptake in HEK cells expressing dopamine transporter	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	15113	CHEMBL1132179	10479296	J. Med. Chem.	1999	42	18	3647			
CHEMBL3703735	2037072	CHEMBL3703735	2037072		17	371.26	3.75	32.34	0	Clc1ccc(cc1Cl)C2CNCc3cc(ccc23)N4C=CC=CC4=O	15871172	IC50	=	84.7	nM	7.07	IC50	=	84.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528271	CHEMBL3705438	B	BindingDB_Patents: Radioligand Binding Assay. Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 0.4 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 0.4 ul/well of 1 mM GBR-12935 dissolved in DMSO. 20 ul/well of a 2x membrane preparation (12.5 ug/ml in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) and 20 ul/well of a 2x radioligand solution (250 uM [125I]RTI-55 in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum-filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000249	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	94873	CHEMBL3639176			2015						
CHEMBL219649	365778	CHEMBL219649	365778		(RS/SR)-10r	286.24	5.2	12.03	1	CCCC(C1CCCCN1)c2ccc(Cl)c(Cl)c2	1802376	IC50	=	88	nM	7.06	IC50	=	88	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	423468	CHEMBL911125	B	Inhibition of [3H]DA uptake at human DAT expressing HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	34825	CHEMBL1139231	17228864	J. Med. Chem.	2007	50	2	219	722	CHEMBL3307715	HEK293
CHEMBL321067	167148	CHEMBL321067	167148		16	319.44	3.91	23.47	0	Cc1ccc(cc1)[C@H]2C[C@H]3CCC4C2[C@](O)(CN34)c5ccccc5	728791	IC50	=	89	nM	7.05	IC50	=	89	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	61514	CHEMBL671434	B	Inhibition of [3H]dopamine uptake in HEK cells expressing human Dopamine transporter	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	4058	CHEMBL1133495	10698458	Bioorg. Med. Chem. Lett.	2000	10	3	297			
CHEMBL1224383	690839	CHEMBL1224383	690839		19u	353.21	2.59	86.34	0	CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n2nnc(n2)n3nccn3	3414463	IC50	=	91.7	nM	7.04	IC50	=	91.7	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	654116	CHEMBL1228922	B	Inhibition of dopamine reuptake at human dopamine transporter expressed in CHO cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	155	CHEMBL238	SINGLE PROTEIN	Q01959	Dopamine transporter	Homo sapiens	9	Protein	SNF	high	52510	CHEMBL1221386	20724153	Bioorg. Med. Chem. Lett.	2010	20	18	5567	449	CHEMBL3308072	CHO
